time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2001-05-10T21:00:07.130Z,43.768,-105.351,0,3.1,ml,9,,,0.54,rusms,rusms00002481,2022-06-09T21:12:10.586Z,"11 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-05-10T20:40:25.830Z,43.399,-105.352,0,2.9,ml,8,,,0.89,rusms,rusms00002480,2022-06-09T21:12:10.581Z,"Wyoming",explosion,,,,,reviewed,us,us
2001-05-09T22:51:21.720Z,44.93,-106.807,0,2.7,ml,10,,,0.85,rusms,rusms00002479,2022-06-09T21:12:10.576Z,"18 km NE of Sheridan, Wyoming",explosion,,,,,reviewed,us,us
2001-05-09T21:47:30.530Z,46.7593333,-122.8068333,-0.344,2.5,md,8,137,0.1145,0.16,uw,uw10523788,2016-07-23T00:35:08.250Z,"6 km SE of Bucoda, Washington",explosion,1.089,1.57,0.01,5,reviewed,uw,uw
2001-05-09T20:24:13.280Z,33.048,-109.355,0,2.6,ml,5,,,0.03,rusms,rusms00002478,2022-06-09T21:12:10.573Z,"3 km SSE of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-05-09T20:07:47.320Z,43.865,-105.331,0,3.1,ml,8,,,0.69,rusms,rusms00002477,2022-06-09T21:12:10.570Z,"18 km NE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-05-08T22:57:15.540Z,46.7095,-122.7561667,0.424,3.4,md,8,136,0.05397,0.09,uw,uw10523143,2022-06-09T21:12:10.566Z,"13 km SE of Bucoda, Washington",explosion,0.739,0.71,0.01,7,reviewed,uw,uw
2001-05-07T21:40:15.500Z,46.7106667,-122.7568333,0.464,3.3,md,9,136,0.05513,0.1,uw,uw10522633,2022-06-09T21:12:10.563Z,"13 km SE of Bucoda, Washington",explosion,0.776,0.77,0.01,7,reviewed,uw,uw
2001-05-05T18:59:40.890Z,43.805,-105.379,0,3.2,ml,10,,,0.59,rusms,rusms00002474,2022-06-09T21:12:10.558Z,"Wyoming",explosion,,,,,reviewed,us,us
2001-05-04T23:20:05.940Z,32.991,-109.314,0,2.5,ml,5,,,0.42,rusms,rusms00002473,2022-06-09T21:12:10.555Z,"Arizona",explosion,,,,,reviewed,us,us
2001-05-04T22:03:51.710Z,46.7103333,-122.761,0.412,3.1,md,7,136,0.0569,0.09,uw,uw10520558,2022-06-09T21:12:10.551Z,"12 km SE of Bucoda, Washington",explosion,0.748,0.76,0.01,6,reviewed,uw,uw
2001-05-04T18:02:50.010Z,40.298,-107.826,0,2.9,ml,20,,,0.85,rusms,rusms00002471,2022-06-09T21:12:10.540Z,"29 km NNE of Meeker, Colorado",explosion,,,,,reviewed,us,us
2001-05-03T21:24:53.870Z,46.74,-122.7923333,-0.261,2.8,md,7,167,0.09327,0.09,uw,uw10520078,2016-07-23T00:34:36.140Z,"8 km SE of Bucoda, Washington",explosion,0.81,1,0.01,3,reviewed,uw,uw
2001-05-03T21:20:04.830Z,33.099,-109.331,0,2.5,ml,5,,,0.26,rusms,rusms00002470,2022-06-09T21:12:10.534Z,"3 km NE of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-05-03T20:55:21.860Z,46.7068333,-122.7695,0.53,3,md,14,82,0.05899,0.12,uw,uw10520038,2016-07-23T00:34:35.470Z,"12 km SE of Bucoda, Washington",explosion,0.53,0.85,0.01,5,reviewed,uw,uw
2001-05-03T00:03:58.110Z,33.063,-109.379,0,2.8,ml,6,,,0.7,rusms,rusms00002469,2022-06-09T21:12:10.529Z,"2 km SW of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-05-02T23:01:44.100Z,43.713,-105.463,0,3.1,ml,7,,,0.69,rusms,rusms00002468,2022-06-09T21:12:10.523Z,"4 km SSE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-05-02T22:16:45.520Z,32.992,-109.313,0,2.7,ml,5,,,0.18,rusms,rusms00002467,2022-06-09T21:12:10.518Z,"6 km SSW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-05-02T22:11:50.710Z,46.7075,-122.7595,0.675,3.1,md,16,137,0.05419,0.13,uw,uw10519558,2022-06-09T21:12:10.513Z,"13 km SE of Bucoda, Washington",explosion,0.577,0.82,0.01,4,reviewed,uw,uw
2001-05-02T20:58:44.900Z,44.08,-105.444,0,2.8,ml,10,,,1.1,rusms,rusms00002465,2022-06-09T21:12:10.508Z,"16 km S of Antelope Valley-Crestview, Wyoming",explosion,,,,,reviewed,us,us
2001-05-02T20:12:24.560Z,44.246,-105.412,0,2.8,ml,7,,,0.53,rusms,rusms00002464,2022-06-09T21:12:10.503Z,"0 km NE of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2001-05-01T22:00:00.110Z,46.7043333,-122.7646667,0.227,3,md,12,138,0.05483,0.1,uw,uw10519023,2022-06-09T21:12:10.207Z,"13 km SE of Bucoda, Washington",explosion,0.472,0.76,0.01,3,reviewed,uw,uw
2001-04-30T22:34:18.470Z,33.027,-109.292,0,2.7,ml,6,,,0.52,rusms,rusms00002462,2022-06-09T21:12:10.011Z,"2 km S of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-30T18:50:22.790Z,33.015,-109.34,0,3.1,ml,5,,,0.19,rusms,rusms00002461,2022-06-09T21:12:10.009Z,"5 km SW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-27T20:37:44.570Z,46.6925,-122.744,-0.603,2.8,md,4,216,0.03634,0.12,uw,uw10533728,2016-07-23T00:34:17.740Z,"13 km N of Onalaska, Washington",explosion,0.963,0.67,0.03,3,reviewed,uw,uw
2001-04-26T20:29:08.180Z,46.71,-122.758,0.394,3,md,9,136,0.05521,0.11,uw,uw10533143,2016-07-23T00:34:13.690Z,"13 km SE of Bucoda, Washington",explosion,0.811,0.77,0.02,6,reviewed,uw,uw
2001-04-25T23:35:54.760Z,33.04,-109.31,0,2.5,ml,6,,,0.19,rusms,rusms00002459,2022-06-09T21:12:10.004Z,"1 km SW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-25T22:13:02.790Z,33.11,-109.374,0,3.4,ml,7,,,1.02,rusms,rusms00002458,2022-06-09T21:12:10.002Z,"3 km NNW of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-04-25T21:09:02.020Z,46.7001667,-122.7815,-0.617,3,md,8,141,0.06226,0.28,uw,uw10532563,2016-07-23T00:34:08.450Z,"Washington",explosion,0.092,0.16,0.03,3,reviewed,uw,uw
2001-04-25T20:04:08.340Z,43.702,-105.301,0,3.2,ml,16,,,0.75,rusms,rusms00002457,2022-06-09T21:12:09.998Z,"16 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-25T16:39:02.620Z,45.144,-106.822,0,2.9,ml,14,,,0.84,rusms,rusms00002456,2022-06-09T21:12:09.995Z,"31 km SW of Birney, Montana",explosion,,,,,reviewed,us,us
2001-04-24T22:02:50.420Z,40.28,-107.775,0,3.2,ml,20,,,0.59,rusms,rusms00002455,2022-06-09T21:12:09.989Z,"29 km NNE of Meeker, Colorado",explosion,,,,,reviewed,us,us
2001-04-24T21:35:38.720Z,46.7125,-122.7603333,-0.624,3.2,md,7,136,0.05812,0.09,uw,uw10532003,2016-07-23T00:34:03.410Z,"12 km SE of Bucoda, Washington",explosion,0.042,0.05,0.03,4,reviewed,uw,uw
2001-04-24T18:16:07.840Z,46.7105,-122.7623333,-0.069,2.9,md,7,137,0.05767,0.09,uw,uw10531888,2016-07-23T00:34:02.370Z,"12 km SE of Bucoda, Washington",explosion,0.707,0.88,0.04,6,reviewed,uw,uw
2001-04-23T22:05:31.780Z,33.066,-109.354,0,2.5,ml,5,,,0.16,rusms,rusms00002454,2022-06-09T21:12:09.985Z,"1 km SE of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-04-23T20:19:25.000Z,46.705,-122.7656667,-0.579,2.6,md,5,170,0.05579,0.08,uw,uw10531648,2016-07-23T00:33:54.790Z,"13 km SE of Bucoda, Washington",explosion,1.321,1.45,0.01,3,reviewed,uw,uw
2001-04-23T19:51:20.070Z,33.068,-109.343,0,2.9,ml,6,,,0.55,rusms,rusms00002453,2022-06-09T21:12:09.982Z,"2 km ESE of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-04-23T19:02:23.570Z,43.669,-105.333,0,3.1,ml,16,,,0.79,rusms,rusms00002452,2022-06-09T21:12:09.977Z,"15 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-23T18:58:09.490Z,46.7056667,-122.768,0.457,3,md,19,138,0.05746,0.17,uw,uw10531593,2016-07-23T00:33:53.850Z,"12 km SE of Bucoda, Washington",explosion,0.684,1.12,0.02,3,reviewed,uw,uw
2001-04-22T19:00:20.680Z,43.755,-105.3,0,3.1,ml,13,,,0.36,rusms,rusms00002451,2022-06-09T21:12:09.975Z,"15 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-20T20:58:02.470Z,41.661,-108.656,0,3.1,ml,24,,,0.65,rusms,rusms00002450,2022-06-09T21:12:09.970Z,"11 km E of Point of Rocks, Wyoming",explosion,,,,,reviewed,us,us
2001-04-20T20:33:41.520Z,46.7123333,-122.7658333,-0.079,3,md,7,137,0.06068,0.09,uw,uw10530128,2016-07-23T00:33:42.250Z,"12 km SE of Bucoda, Washington",explosion,0.71,0.81,0.02,3,reviewed,uw,uw
2001-04-20T19:02:24.860Z,43.853,-105.066,0,3.4,ml,13,,,0.78,rusms,rusms00002449,2022-06-09T21:12:09.967Z,"36 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-19T22:06:35.060Z,44.153,-105.346,0,3,ml,7,,,0.78,rusms,rusms00002448,2022-06-09T21:12:09.965Z,"11 km SSE of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2001-04-19T22:05:54.430Z,40.256,-107.769,0,2.6,ml,8,,,0.76,rusms,rusms00002447,2022-06-09T21:12:09.963Z,"27 km NNE of Meeker, Colorado",explosion,,,,,reviewed,us,us
2001-04-19T20:58:14.460Z,46.712,-122.7591667,0.844,2.8,md,13,136,0.0572,0.13,uw,uw10529478,2016-07-23T00:33:37.290Z,"12 km SE of Bucoda, Washington",explosion,0.87,0.81,0.02,4,reviewed,uw,uw
2001-04-19T20:42:44.220Z,32.981,-109.265,0,2.7,ml,5,,,0.17,rusms,rusms00002446,2022-06-09T21:12:09.960Z,"8 km SSE of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-19T19:46:38.530Z,33.085,-109.367,0,2.6,ml,5,,,0.96,rusms,rusms00002445,2022-06-09T21:12:09.958Z,"0 km NNW of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-04-19T19:18:59.120Z,43.975,-105.302,0,3.1,ml,10,,,0.85,rusms,rusms00002444,2022-06-09T21:12:09.954Z,"29 km NNE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-18T21:39:36.650Z,46.7073333,-122.7491667,0.039,3.2,md,8,163,0.04911,0.15,uw,uw10528768,2016-07-23T00:33:32.510Z,"13 km SE of Bucoda, Washington",explosion,1.528,1.08,0.02,4,reviewed,uw,uw
2001-04-18T21:03:32.950Z,33.056,-109.379,0,2.6,ml,4,,,0.2,rusms,rusms00002443,2022-06-09T21:12:09.952Z,"2 km SSW of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-04-18T18:01:10.230Z,43.731,-105.308,0,3.5,ml,13,,,0.67,rusms,rusms00002442,2022-06-09T21:12:09.949Z,"14 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-17T22:16:18.610Z,46.7081667,-122.7773333,-0.345,3.1,md,6,167,0.0641,0.1,uw,uw10528113,2016-07-23T00:33:29.410Z,"12 km SE of Bucoda, Washington",explosion,0.667,1.04,0.01,4,reviewed,uw,uw
2001-04-17T20:56:25.860Z,33.233,-109.487,0,2.9,ml,7,,,0.34,rusms,rusms00002441,2022-06-09T21:12:09.945Z,"20 km NNW of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-04-17T20:03:00.880Z,43.671,-105.318,0,3.3,ml,10,,,0.84,rusms,rusms00002440,2022-06-09T21:12:09.939Z,"16 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-17T18:44:11.570Z,41.729,-108.675,0,2.6,ml,14,,,0.69,rusms,rusms00002439,2022-06-09T21:12:09.933Z,"10 km ENE of Point of Rocks, Wyoming",explosion,,,,,reviewed,us,us
2001-04-17T18:01:56.180Z,43.629,-105.249,0,3.1,ml,17,,,0.82,rusms,rusms00002438,2022-06-09T21:12:09.928Z,"23 km SE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-16T22:06:19.530Z,33.044,-109.359,0,2.6,ml,5,,,0.48,rusms,rusms00002437,2022-06-09T21:12:09.925Z,"3 km S of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-04-16T21:25:39.710Z,46.7081667,-122.7801667,-0.861,2.6,md,7,167,0.06569,0.22,uw,uw10527403,2016-07-23T00:33:28.400Z,"Washington",explosion,0.278,0.21,0.02,3,reviewed,uw,uw
2001-04-13T21:46:00.850Z,46.6973333,-122.7855,-0.744,3.2,md,6,169,0.06344,0.17,uw,uw10525963,2016-07-23T00:33:17.570Z,"13 km SSE of Bucoda, Washington",explosion,0.099,0.09,0.01,3,reviewed,uw,uw
2001-04-13T21:42:59.450Z,46.712,-122.7716667,-0.757,2.6,md,4,173,0.06343,0.1,uw,uw10525908,2016-07-23T00:33:17.260Z,"12 km SE of Bucoda, Washington",explosion,0.512,0.28,0.02,3,reviewed,uw,uw
2001-04-13T19:57:36.690Z,33.04,-109.316,0,2.7,ml,6,,,0.16,rusms,rusms00002436,2022-06-09T21:12:09.922Z,"2 km WSW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-13T19:16:29.210Z,33.018,-109.319,0,3.1,ml,6,,,0.31,rusms,rusms00002435,2022-06-09T21:12:09.918Z,"4 km SSW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-11T23:11:56.620Z,33.008,-109.33,0,2.7,ml,6,,,0.19,rusms,rusms00002433,2022-06-09T21:12:09.910Z,"5 km SSW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-11T21:33:02.220Z,46.7495,-122.8046667,0.395,3,md,11,79,0.106,0.19,uw,uw10525318,2022-06-09T21:12:09.907Z,"7 km SE of Bucoda, Washington",explosion,0.919,1.76,0.01,3,reviewed,uw,uw
2001-04-10T21:27:52.990Z,46.7453333,-122.8006667,4.237,2.8,md,14,76,0.1011,0.16,uw,uw10525133,2016-07-23T00:33:11.630Z,"7 km SE of Bucoda, Washington",explosion,0.028,0.14,0.01,3,reviewed,uw,uw
2001-04-10T18:05:20.770Z,32.994,-109.331,0,2.6,ml,4,,,0.64,rusms,rusms00002431,2022-06-09T21:12:09.904Z,"7 km SSW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-09T21:39:56.330Z,46.7335,-122.7931667,0.871,2.8,md,13,117,0.08893,0.15,uw,uw10524593,2016-07-23T00:33:09.860Z,"9 km SE of Bucoda, Washington",explosion,0.647,1.19,0.01,4,reviewed,uw,uw
2001-04-09T20:04:02.090Z,43.799,-105.118,0,3.4,ml,19,,,0.86,rusms,rusms00002430,2022-06-09T21:12:09.899Z,"30 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-08T19:07:03.390Z,43.827,-105.147,0,3,ml,9,,,0.66,rusms,rusms00002429,2022-06-09T21:12:09.896Z,"29 km ENE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-08T17:59:05.930Z,40.318,-107.789,0,2.5,ml,13,,,0.7,rusms,rusms00002428,2022-06-09T21:12:09.890Z,"30 km SW of Craig, Colorado",explosion,,,,,reviewed,us,us
2001-04-08T17:03:57.650Z,43.733,-105.255,0,2.9,ml,11,,,0.6,rusms,rusms00002427,2022-06-09T21:12:09.884Z,"19 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-07T20:18:25.150Z,46.7086667,-122.7481667,-0.039,3.1,md,5,163,0.04968,0.09,uw,uw10523793,2016-07-23T00:33:05.610Z,"13 km SE of Bucoda, Washington",explosion,1.148,0.75,0.02,3,reviewed,uw,uw
2001-04-06T22:02:47.000Z,40.308,-107.742,0,2.8,ml,14,,,0.38,rusms,rusms00002426,2022-06-09T21:12:09.878Z,"28 km SW of Craig, Colorado",explosion,,,,,reviewed,us,us
2001-04-06T21:26:04.410Z,33.036,-109.326,0,2.5,ml,4,,,0.35,rusms,rusms00002425,2022-06-09T21:12:09.875Z,"3 km WSW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-06T20:00:12.570Z,43.767,-105.091,0,3.4,ml,18,,,0.81,rusms,rusms00002424,2022-06-09T21:12:09.869Z,"32 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-04-05T22:11:30.650Z,46.758,-122.793,0.212,3,md,14,140,0.1076,0.13,uw,uw10522773,2022-06-09T21:12:09.862Z,"7 km SE of Bucoda, Washington",explosion,0.594,0.99,0.01,6,reviewed,uw,uw
2001-04-05T20:03:12.080Z,43.847,-104.727,0,3.3,ml,11,,,0.74,rusms,rusms00002421,2022-06-09T21:12:09.859Z,"28 km WSW of Osage, Wyoming",explosion,,,,,reviewed,us,us
2001-04-05T18:09:58.850Z,43.783,-105.242,0,3.1,ml,15,,,0.71,rusms,rusms00002420,2022-06-09T21:12:09.853Z,"Wyoming",explosion,,,,,reviewed,us,us
2001-04-04T22:02:30.270Z,46.697,-122.7736667,-0.409,3.4,md,20,91,0.05601,0.22,uw,uw10522013,2016-07-23T00:32:52.450Z,"13 km SSE of Bucoda, Washington",explosion,0.05,0.11,0.03,6,reviewed,uw,uw
2001-04-04T22:02:18.050Z,40.315,-107.83,0,3.1,ml,18,,,0.59,rusms,rusms00002419,2022-06-09T21:12:09.847Z,"31 km SE of Maybell, Colorado",explosion,,,,,reviewed,us,us
2001-04-04T19:50:35.100Z,33.045,-109.336,0,3,ml,7,,,0.76,rusms,rusms00002418,2022-06-09T21:12:09.839Z,"",explosion,,,,,reviewed,us,us
2001-04-03T22:02:56.600Z,40.183,-107.777,0,2.5,ml,10,,,0.92,rusms,rusms00002417,2022-06-09T21:12:09.831Z,"19 km NE of Meeker, Colorado",explosion,,,,,reviewed,us,us
2001-04-03T17:48:54.880Z,46.7091667,-122.7628333,0.182,2.8,md,14,137,0.05701,0.14,uw,uw10520583,2016-07-23T00:32:37.320Z,"12 km SE of Bucoda, Washington",explosion,0.689,0.92,0.02,6,reviewed,uw,uw
2001-04-02T22:04:24.590Z,46.7076667,-122.775,-0.546,3.1,md,7,139,0.06251,0.18,uw,uw10520083,2022-06-09T21:12:09.825Z,"12 km SE of Bucoda, Washington",explosion,0.078,0.09,0.03,5,reviewed,uw,uw
2001-04-02T22:03:54.060Z,40.313,-107.846,0,2.8,ml,14,,,0.93,rusms,rusms00002415,2022-06-09T21:12:09.820Z,"30 km SE of Maybell, Colorado",explosion,,,,,reviewed,us,us
2001-04-02T18:24:02.650Z,33.018,-109.328,0,2.8,ml,5,,,0.23,rusms,rusms00002414,2022-06-09T21:12:09.816Z,"4 km SW of Clifton, Arizona",explosion,,,,,reviewed,us,us
2001-04-02T17:22:03.020Z,43.891,-104.818,0,2.5,ml,6,,,0.62,rusms,rusms00002413,2022-06-09T21:12:09.812Z,"27 km SSW of Upton, Wyoming",explosion,,,,,reviewed,us,us
2001-04-01T23:42:28.200Z,43.707,-104.816,0,3,ml,9,,,1.06,rusms,rusms00002412,2022-06-09T21:12:09.808Z,"43 km SW of Osage, Wyoming",explosion,,,,,reviewed,us,us
2001-04-01T21:01:53.010Z,46.705,-122.7676667,-0.041,3.2,md,8,145,0.05687,0.14,uw,uw10519163,2022-06-09T21:12:09.804Z,"13 km SE of Bucoda, Washington",explosion,0.821,1.22,0.01,3,reviewed,uw,uw
2001-04-01T20:09:45.290Z,43.771,-105.335,0,3.1,ml,15,,,0.65,rusms,rusms00002410,2022-06-09T21:12:09.796Z,"12 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-03-30T23:30:27.280Z,35.628,-107.459,0,2.6,ml,7,,,0.8,rusms,rusms00002407,2022-06-09T21:12:09.284Z,"24 km NNW of Eagle Nest, New Mexico",explosion,,,,,reviewed,us,us
2001-03-30T21:52:23.320Z,46.7031667,-122.7788333,-0.86,2.7,md,5,170,0.06217,0.09,uw,uw10529313,2016-07-23T00:32:23.810Z,"12 km SSE of Bucoda, Washington",explosion,0.292,0.29,0.04,2,reviewed,uw,uw
2001-03-30T20:59:51.840Z,43.611,-105.182,0,3,ml,9,,,0.94,rusms,rusms00002406,2022-06-09T21:12:09.281Z,"29 km ESE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-03-30T20:04:55.900Z,43.74,-105.318,0,3,ml,15,,,0.61,rusms,rusms00002405,2022-06-09T21:12:09.277Z,"14 km E of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-03-30T18:32:51.750Z,45.144,-106.689,0,2.6,ml,7,,,0.58,rusms,rusms00002404,2022-06-09T21:12:09.275Z,"24 km SW of Birney, Montana",explosion,,,,,reviewed,us,us
2001-03-30T18:26:12.390Z,36.349,-110.252,0,2.6,ml,9,,,0.69,rusms,rusms00002403,2022-06-09T21:12:09.272Z,"24 km SW of Chilchinbito, Arizona",explosion,,,,,reviewed,us,us
2001-03-30T18:10:10.120Z,33.144,-109.375,0,2.7,ml,9,,,0.84,rusms,rusms00002402,2022-06-09T21:12:09.270Z,"7 km N of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-03-29T23:14:04.200Z,40.313,-107.852,0,2.9,ml,15,,,0.57,rusms,rusms00002401,2022-06-09T21:12:09.267Z,"30 km SE of Maybell, Colorado",explosion,,,,,reviewed,us,us
2001-03-29T22:53:13.280Z,46.709,-122.7636667,-0.305,3.2,md,10,136,0.05732,0.13,uw,uw10529143,2022-06-09T21:12:09.266Z,"12 km SE of Bucoda, Washington",explosion,0.721,1.11,0.02,5,reviewed,uw,uw
2001-03-29T21:37:12.010Z,42.047,-106.832,0,2.5,ml,11,,,0.75,rusms,rusms00002399,2022-06-09T21:12:09.264Z,"29 km NW of Hanna, Wyoming",explosion,,,,,reviewed,us,us
2001-03-28T23:03:54.480Z,41.765,-108.695,0,3,ml,15,,,0.44,rusms,rusms00002397,2022-06-09T21:12:09.260Z,"12 km NE of Point of Rocks, Wyoming",explosion,,,,,reviewed,us,us
2001-03-28T21:47:08.860Z,32.803,-109.132,0,2.6,ml,5,,,1.02,rusms,rusms00002396,2022-06-09T21:12:09.258Z,"Arizona",explosion,,,,,reviewed,us,us
2001-03-28T20:06:04.720Z,32.897,-109.169,0,3,ml,7,,,1.02,rusms,rusms00002395,2022-06-09T21:12:09.256Z,"3 km E of York, Arizona",explosion,,,,,reviewed,us,us
2001-03-28T19:53:44.350Z,45.807,-106.794,0,2.6,ml,6,,,0.41,rusms,rusms00002394,2022-06-09T21:12:09.254Z,"15 km WSW of Colstrip, Montana",explosion,,,,,reviewed,us,us
2001-03-28T00:21:02.320Z,41.928,-108.725,0,2.5,ml,17,,,0.85,rusms,rusms00002393,2022-06-09T21:12:09.251Z,"27 km NE of Superior, Wyoming",explosion,,,,,reviewed,us,us
2001-03-27T23:03:26.620Z,46.717,-122.7515,-0.354,3.1,md,10,145,0.05767,0.19,uw,uw10528458,2022-06-09T21:12:09.249Z,"12 km SE of Bucoda, Washington",explosion,0.057,0.11,0.02,5,reviewed,uw,uw
2001-03-27T21:45:08.850Z,38.869,-107.396,0,3,ml,8,,,0.83,rusms,rusms00002391,2022-06-09T21:12:09.247Z,"17 km E of Paonia, Colorado",explosion,,,,,reviewed,us,us
2001-03-27T21:17:03.960Z,44.205,-105.398,0,3.1,ml,11,,,0.77,rusms,rusms00002390,2022-06-09T21:12:09.242Z,"4 km SSE of Sleepy Hollow, Wyoming",explosion,,,,,reviewed,us,us
2001-03-26T21:51:44.470Z,46.7025,-122.7728333,0.307,3,md,10,159,0.05833,0.13,uw,uw10528333,2016-07-23T00:32:12.880Z,"13 km SE of Bucoda, Washington",explosion,0.758,1.01,0.01,5,reviewed,uw,uw
2001-03-26T21:39:54.840Z,33.128,-109.414,0,2.5,ml,6,,,1.39,rusms,rusms00002389,2022-06-09T21:12:09.239Z,"7 km NW of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-03-26T21:17:51.470Z,45.383,-106.824,0,2.5,ml,8,,,0.85,rusms,rusms00002388,2022-06-09T21:12:09.236Z,"19 km SSE of Busby, Montana",explosion,,,,,reviewed,us,us
2001-03-26T19:07:58.700Z,43.953,-105.281,0,2.5,ml,9,,,0.69,rusms,rusms00002387,2022-06-09T21:12:09.232Z,"28 km NE of Wright, Wyoming",explosion,,,,,reviewed,us,us
2001-03-25T22:11:53.680Z,46.705,-122.7611667,0.049,3.2,md,11,145,0.05339,0.17,uw,uw10528213,2016-07-23T00:32:10.240Z,"13 km SE of Bucoda, Washington",explosion,0.942,1.12,0.03,4,reviewed,uw,uw
2001-03-24T22:52:10.780Z,46.7003333,-122.7791667,-0.718,3.2,md,12,160,0.06093,0.27,uw,uw10527893,2022-06-09T21:12:09.228Z,"12 km SSE of Bucoda, Washington",explosion,0.114,0.13,0.02,5,reviewed,uw,uw
2001-03-24T20:17:28.170Z,45.212,-106.743,0,2.7,ml,10,,,0.82,rusms,rusms00002385,2022-06-09T21:12:09.224Z,"21 km SW of Birney, Montana",explosion,,,,,reviewed,us,us
2001-03-23T22:57:01.020Z,46.7343333,-122.7918333,1.145,3.1,md,16,78,0.08889,0.12,uw,uw10527028,2016-07-23T00:32:03.770Z,"9 km SE of Bucoda, Washington",explosion,0.453,0.84,0.01,4,reviewed,uw,uw
2001-03-23T17:08:33.170Z,41.736,-108.712,0,2.6,ml,19,,,0.68,rusms,rusms00002384,2022-06-09T21:12:09.220Z,"8 km NE of Point of Rocks, Wyoming",explosion,,,,,reviewed,us,us
2001-03-23T16:56:34.190Z,33.072,-109.344,0,2.5,ml,5,,,0.23,rusms,rusms00002383,2022-06-09T21:12:09.218Z,"2 km ESE of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-03-22T23:12:44.640Z,46.7056667,-122.7621667,0.434,3.4,md,13,137,0.05434,0.1,uw,uw10526248,2016-07-23T00:32:00.490Z,"13 km SE of Bucoda, Washington",explosion,0.595,0.63,0.03,5,reviewed,uw,uw
2001-03-22T23:06:13.600Z,40.383,-107.929,0,3,ml,13,,,0.58,rusms,rusms00002382,2022-06-09T21:12:09.214Z,"20 km SE of Maybell, Colorado",explosion,,,,,reviewed,us,us
2001-03-22T19:19:01.200Z,33.098,-109.364,0,3.2,ml,6,,,0.74,rusms,rusms00002381,2022-06-09T21:12:09.211Z,"2 km N of Morenci, Arizona",explosion,,,,,reviewed,us,us
2001-03-21T23:05:24.110Z,46.7101667,-122.7723333,-0.739,2.8,md,7,166,0.0626,0.16,uw,uw10525958,2016-07-23T00:31:56.430Z,"12 km SE of Bucoda, Washington",explosion,0.092,0.09,0.03,3,reviewed,uw,uw
2001-03-21T21:58:24.010Z,41.682,-108.711,0,2.9,ml,22,,,0.74,rusms,rusms00002380,2022-06-09T21:12:09.205Z,"6 km E of Point of Rocks, Wyoming",explosion,,,,,reviewed,us,us
2001-03-20T22:52:48.870Z,46.7055,-122.7825,-0.501,2.7,md,9,168,0.06555,0.22,uw,uw10525623,2016-07-23T00:31:51.190Z,"12 km SSE of Bucoda, Washington",explosion,0.064,0.09,0.02,3,reviewed,uw,uw
